Licensee,Type of License,Address,City/Town,Phone,Capacity,Indoor,Patio,On Tap?
ROYAL CANADIAN LEGION - BRANCH 258,Restaurant,45 LAWSON RD	 	TORONTO	 	ON M1C 2J1,TORONTO,416-281-2992,884,816,68,
ROYAL CANADIAN LEGION - BRANCH 31,Restaurant,1050 WESTON ROAD	 	TORONTO	 	ON M6N 3S2,TORONTO,416-767-0333,544,544,0,
ROYAL CANADIAN LEGION - BRANCH 344,Restaurant,1395 LAKESHORE BLVD. W.	 	TORONTO	 	ON M6K 3C1,TORONTO,416-532-8892,0,0,0,
ROYAL CANADIAN LEGION - BRANCH 345,Restaurant,81 PEARD ROAD	 	TORONTO	 	ON M4B 1T8,TORONTO,416-759-5291,971,971,0,
ROYAL CANADIAN LEGION - BRANCH 46,Restaurant,72 DURIE ST	 	TORONTO	 	ON M6S 3E8,TORONTO,416-762-2397,299,299,0,
ROYAL CANADIAN LEGION - BRANCH 57,Restaurant,351 SILVERTHORNE AVE	 	TORONTO	 	ON M6M 3G7,TORONTO,416-653-6757,682,682,0,
ROYAL CANADIAN LEGION - BRANCH 57,Social Club,605 ROGERS ROAD                          UNIT D6B	 	TORONTO	 	ON M6M 1B9,TORONTO,416-653-6757,183,141,42,
ROYAL CANADIAN LEGION - BRANCH 614,Restaurant,100 SALOME DRIVE                         (CITY OF SCARBOROUGH)	 	TORONTO	 	ON M1S 2A8,TORONTO,416-292-6125,730,577,153,
ROYAL CANADIAN LEGION - BRANCH 65,Restaurant,1245 DUPONT ST                           GALLIERIA PLAZA	 	TORONTO	 	ON M6H 2A6,TORONTO,416-538-6287,62,62,0,
ROYAL CANADIAN LEGION - BRANCH 75,Restaurant,31 SHORTT ST	 	TORONTO	 	ON M6E 3X6,TORONTO,416-783-1350,331,331,0,
ROYAL CANADIAN LEGION - MAPLE LEAF BRANCH 266,Restaurant,3591 DUNDAS ST. W	 	TORONTO	 	ON M6S 2T1,TORONTO,416-760-9190,435,379,56,
"ROYAL CANADIAN LEGION, BARON BYNG BEACHES BR.#1/42 (THE)",Restaurant,241-243 COXWELL AVE	 	TORONTO	 	ON M4L 3B4,TORONTO,416-465-0120,700,700,0,
"ROYAL CANADIAN LEGION, BRANCH 210 (THE)",Social Club,110 JUTLAND ROAD	 	TORONTO	 	ON M8Z 2H1,TORONTO,416-231-2021,375,322,53,
ROYAL CANADIAN MILITARY INSTITUTE,Restaurant,426 UNIVERSITY AVE.	 	TORONTO	 	ON M5G 1S9,TORONTO,416-597-0286,515,515,0,
ROYAL CANADIAN YACHT CLUB,Restaurant,CENTRE ISLAND	 	TORONTO	 	ON M5R 2L8,TORONTO,416-967-7245,1209,874,335,
ROYAL CANADIAN YACHT CLUB,Restaurant,141 ST. GEORGE ST.	 	TORONTO	 	ON M5R 2L8,TORONTO,416-967-7245,689,689,0,
ROYAL CARIBBEAN CAFE (THE),Restaurant/Club,1127 ST CLAIR AVE W	 	TORONTO	 	ON M6E 1B1,TORONTO,416-651-9554,42,36,6,
ROYAL CHINESE RESTAURANT,Restaurant,4128 SHEPPARD AVE E	 	TORONTO	 	ON M1S 1T3,TORONTO,416-298-7897,84,84,0,
ROYAL CHINESE SEAFOOD RESTAURANT,Restaurant,735 MIDDLEFIELD ROAD                     UNIT 4 & 5	 	TORONTO	 	ON M1V 5H5,TORONTO,416-292-8888,71,71,0,
ROYAL CONSERVATORY OF MUSIC (THE),Theatre,273 BLOOR ST W	 	TORONTO	 	ON M5S 1W2,TORONTO,416-408-2824,1698,1566,132,
ROYAL ONTARIO MUSEUM,Restaurant,100 QUEENS PARK CRES	 	TORONTO	 	ON M5S 2C6,TORONTO,416-586-5572,3655,3655,0,
ROYAL REGIMENT OF CANADA (THE)  OFF,Restaurant,660 FLEET ST                             FORT YORK ARMOURIES	 	TORONTO	 	ON M5V 1A9,TORONTO,416-512-5962,90,90,0,
ROYAL REGIMENT OF CANADA (THE)  SGT,Restaurant,660 FLEET ST.                            FORT YORK ARMOURIES	 	TORONTO	 	ON M5V 1A9,TORONTO,416-203-4613,25,25,0,
ROYAL THAI,Restaurant,524 BLOOR ST W	 	TORONTO	 	ON M5S 1Y3,TORONTO,416-536-8181,66,66,0,
ROYAL YORK HOTEL,Hotel/Motel,100 FRONT ST W	 	TORONTO	 	ON M5J 1E3,TORONTO,416-368-2511,6103,6075,28,
RUBY TUESDAYS,Restaurant,1942 GERRARD ST E	 	TORONTO	 	ON M4L 2C1,TORONTO,647-284-4780,57,57,0,
RUBY WATCHCO,Restaurant/Bar,730 QUEEN ST E	 	TORONTO	 	ON M4M 1H2,TORONTO,647-887-0092,77,58,19,
RUM JUNGLE SPORTS BAR & RESTAURANT,Restaurant,1410 VICTORIA PARK AVE                   UNIT 3	 	TORONTO	 	ON M4A 2L8,TORONTO,416-759-8660,117,117,0,
RUMINO'S SPORTS CAFE,Restaurant,1230 SHEPPARD AVE W                      UNIT 3	 	TORONTO	 	ON M3K 1Z9,TORONTO,416-633-6787,40,40,0,
RUSH HOUR,Restaurant,1438A DUFFERIN ST	 	TORONTO	 	ON M6H 3L1,TORONTO,416-533-4687,45,39,6,
RUSHTONS,Restaurant,740 ST. CLAIR AVE W	 	TORONTO	 	ON M6C 1B3,TORONTO,416-658-7874,98,45,53,
RUSTIC COSMO CAFE,Restaurant,1278 QUEEN ST W	 	TORONTO	 	ON M6K 1L4,TORONTO,416-531-4924,52,35,17,
RUTH'S CHRIS STEAK HOUSE,Restaurant,145 RICHMOND ST W	 	TORONTO	 	ON M5H 2L2,TORONTO,416-955-1455,228,228,0,
RUYI CHINESE RESTAURANT,Restaurant,1029 GERRARD ST. E	 	TORONTO	 	ON M4M 1Z6,TORONTO,416-778-0782,40,40,0,
RYERSON UNIVERSITY,Restaurant,55 DUNDAS ST W	 	TORONTO	 	ON M5G 2C3,TORONTO,416-979-5000,220,160,60,
RYERSON UNIVERSITY,Restaurant,350 VICTORIA ST	 	TORONTO	 	ON M5B 2K3,TORONTO,416-979-5000,1965,1812,153,
RYERSON UNIVERSITY (OAKHAM HOUSE),Restaurant,63 GOULD ST.	 	TORONTO	 	ON M5B 1E9,TORONTO,416-979-5250,1389,1149,240,
S.C.B.O. ARSENAL DO MINHO OF TORONTO,Restaurant,1166 DUNDAS ST. W                        SECOND FLOOR	 	TORONTO	 	ON M6J 1X4,TORONTO,416-532-2328,201,201,0,
SABATINO'S RISTORANTE,Restaurant,1144 EGLINTON AVE W	 	TORONTO	 	ON M6C 2E2,TORONTO,416-783-5829,103,103,0,
SADO SUSHI,Restaurant,1116 EGLINTON AVE W	 	TORONTO	 	ON M6C 2E2,TORONTO,416-783-8111,97,97,0,
SAFFRON TREE,Restaurant,91 GERRARD ST W	 	TORONTO	 	ON M5G 2A7,TORONTO,416-860-3179,130,110,20,
SAIGON,Restaurant,568 PARLIAMENT ST	 	TORONTO	 	ON M4X 1P8,TORONTO,416-371-7766,63,63,0,
SAIGON BANGKOK RESTAURANT,Restaurant,2428-30 ST CLAIR AVE W	 	TORONTO	 	ON M6N 1L2,TORONTO,416-763-8838,75,75,0,
SAIGON FLOWER RESTAURANT,Restaurant,1138 QUEEN ST. W	 	TORONTO	 	ON M6J 1J3,TORONTO,416-533-6629,40,40,0,
SAIGON GOURMET RESTAURANT,Restaurant,641 DUPONT ST	 	TORONTO	 	ON M6G 1Z4,TORONTO,416-533-3399,60,60,0,
SAIGON PALACE RESTAURANT,Restaurant,454 SPADINA AVE.	 	TORONTO	 	ON M5T 2G8,TORONTO,416-968-1623,108,108,0,
SAINI'S EASTCOASTERS BAR AND EATERY,Restaurant,2861 KEELE ST	 	TORONTO	 	ON M3M 2G7,TORONTO,416-636-8736,156,132,24,
SAKAE JAPANESE SUSHI CUISINE  CORP.,Restaurant,643A MOUNT PLEASANT ROAD	 	TORONTO	 	ON M4S 2M9,TORONTO,416-482-3650,30,30,0,
SAKE SUSHI & BAR,Bar /Tavern /Nightclub,699 BLOOR ST W	 	TORONTO	 	ON M6G 1L5,TORONTO,416-533-2888,71,71,0,
SAKURA ICHIBAN RESTAURANT,Restaurant,142 ADELAIDE ST E	 	TORONTO	 	ON M5C 1K9,TORONTO,416-365-1652,107,94,13,
SAKURA KOREAN JAPANESE RESTAURANT,Restaurant,7&9 SPRING GARDEN AVE                    UNITS 1 & 2	 	TORONTO	 	ON M2N 3G1,TORONTO,416-227-2270,97,97,0,
SAKURA SUSHI,Restaurant,351 JANE ST                              MAIN FLOOR	 	TORONTO	 	ON M6S 3Z3,TORONTO,416-767-6960,16,16,0,
SALA THAI,Restaurant,1100 EGLINTON AVE W	 	TORONTO	 	ON M6C 2E2,TORONTO,416-785-1727,30,30,0,
SALAD KING,Restaurant,335 YONGE ST	 	TORONTO	 	ON M5B 1R7,TORONTO,416-971-7041,170,170,0,
SALAM SOCIAL CLUB,Banquet Hall,120 NORFINCH DR                          UNIT #27	 	TORONTO	 	ON M3N 1X3,TORONTO,416-663-9476,150,150,0,
SALTO,Restaurant,1138 DAVENPORT ROAD	 	TORONTO	 	ON M6G 2C6,TORONTO,416-653-2818,92,92,0,
SALTY DOG BAR AND GRILL (THE),Restaurant,1980 QUEEN ST E	 	TORONTO	 	ON M4L 1J2,TORONTO,,160,90,70,
SALVADOR DARLING,Restaurant,1237 QUEEN ST W	 	TORONTO	 	ON M6K 1L5,TORONTO,416-534-0488,56,56,0,
SAM JUNG SUSHI,Restaurant,1865 LESLIE ST                           UNIT 102	 	TORONTO	 	ON M3B 2M3,TORONTO,416-510-3300,63,63,0,
SAM KEE NOODLE HOUSE,Restaurant,1060 GERRARD ST E	 	TORONTO	 	ON M4M 1Z8,TORONTO,,58,58,0,
SAM WOO B-B-Q RESTAURANT,Restaurant,375 BAMBURGH CIR                         UNIT C-100	 	TORONTO	 	ON M1W 3Y1,TORONTO,416-491-3734,113,113,0,
SAM'S PUB,Bar /Tavern /Nightclub,583 SHERBOURNE ST	 	TORONTO	 	ON M4X 1K7,TORONTO,416-925-9998,81,40,41,
SAMBUCA GRILL,Restaurant,21 BALDWIN ST.	 	TORONTO	 	ON M5T 1L1,TORONTO,416-595-6277,42,26,16,
SAMBUCCA'S ON CHURCH,Restaurant,489 CHURCH ST	 	TORONTO	 	ON M4Y 2C6,TORONTO,416-414-2241,109,109,0,
SAMMY'S EATERY PRIME RIB RESTAURANT,Restaurant,156-158 O'CONNOR DRIVE	 	TORONTO	 	ON M4J 2S4,TORONTO,416-424-4700,110,110,0,
SAMMY'S STUDENT EXCHANGE,Restaurant,7 HART HOUSE CIR	 	TORONTO	 	ON M5S 3H3,TORONTO,416-978-3325,242,141,101,
SAMOVAR ROOM,Restaurant/Bar,537 PARLIAMENT ST                        SECOND FLOOR	 	TORONTO	 	ON M4X 1P3,TORONTO,416-967-5100,140,140,0,
SAMPAGUITA VILLAGE RESTAURANT,Restaurant,322 WILSON AVE                           UNIT 2 & 3	 	TORONTO	 	ON M3H 1S8,TORONTO,416-630-2122,41,41,0,
SAN,Restaurant,676 QUEEN ST W	 	TORONTO	 	ON M6J 1E5,TORONTO,416-214-9429,34,34,0,
SAN FRANCESCO'S FOODS,Restaurant,1048 FINCH AVE. W.                       UNIT #3	 	TORONTO	 	ON M3J 2E2,TORONTO,416-661-2411,55,55,0,
SANDWICH PLUS,Restaurant,877 ALNESS ST                            UNIT 1	 	TORONTO	 	ON M3J 2X4,TORONTO,416-736-0467,25,25,0,
SANDY'S RESTAURANT,Restaurant,2093 DANFORTH AVE	 	TORONTO	 	ON M4C 1K1,TORONTO,416-699-8812,55,55,0,
SANG HO SEAFOOD RESTAURANT,Restaurant,536 DUNDAS ST W	 	TORONTO	 	ON M5T 1H4,TORONTO,416-596-1685,75,75,0,
SANG'S GREAT FOOD LTD.,Restaurant,343 SPADINA AVE	 	TORONTO	 	ON M5T 2G3,TORONTO,416-591-2188,30,30,0,
SANSON'S RESTAURANT,Restaurant,1215 ELLESMERE RD	 	TORONTO	 	ON M1P 2X8,TORONTO,416-755-4381,39,39,0,
SANTAMONICA BAR & GRILL,Restaurant,666B THE QUEENSWAY	 	TORONTO	 	ON M8Y 1K7,TORONTO,416-253-9416,46,38,8,
SAPORI 2,Restaurant,100 KING ST W                            MEZZANINE LEVEL	 	TORONTO	 	ON M5X 1K7,TORONTO,416-863-0001,60,60,0,
SARAH'S CAFE & BAR,Restaurant,1426 DANFORTH AVE	 	TORONTO	 	ON M4J 1N4,TORONTO,416-406-3121,119,83,36,
SASAYA,Restaurant,257 EGLINTON AVE W	 	TORONTO	 	ON M4R 1B1,TORONTO,416-487-3508,101,101,0,
SASHIMI HOUSE RESTAURANT,Restaurant,2036-38 SHEPPARD AVE E	 	TORONTO	 	ON M2J 5B3,TORONTO,416-495-1208,40,40,0,
SASSAFRAZ,Restaurant,100 CUMBERLAND ST	 	TORONTO	 	ON M5R 1A6,TORONTO,416-964-2222,598,549,49,
SATAY HOUSE,Restaurant,77 HURON ST	 	TORONTO	 	ON M5T 2A8,TORONTO,416-599-6000,30,30,0,
SATAY ON THE ROAD,Restaurant/Bar,1601 BIRCHMOUNT ROAD                     UNIT 1 & 2	 	TORONTO	 	ON M1P 2H5,TORONTO,416-335-8889,196,136,60,
SATAY ON THE ROAD,Restaurant,2003 AVENUE ROAD                         (CITY OF NORTH YORK)	 	TORONTO	 	ON M5M 4A5,TORONTO,416-488-5153,83,63,20,
SATAY ON THE ROAD,Restaurant,1572 BAYVIEW AVE	 	TORONTO	 	ON M4G 3B7,TORONTO,416-440-0679,56,40,16,
SATAY ON THE ROAD RESTAURANT,Restaurant,1570 BAYVIEW AVE	 	TORONTO	 	ON M4G 3B7,TORONTO,416-440-0679,40,26,14,
SAUVIGNON BISTRO & BAKERY,Restaurant/Bar,1862 QUEEN ST E	 	TORONTO	 	ON M4L 1H1,TORONTO,416-686-1998,116,94,22,
SAVERA INDIAN CUISINE,Restaurant,815 ST CLAIR AVE W	 	TORONTO	 	ON M6C 1B9,TORONTO,416-410-1812,40,30,10,
SAVOY PUB EATERY,Restaurant/Bar,1166 QUEEN ST W	 	TORONTO	 	ON M6J 1J5,TORONTO,416-532-8803,66,66,0,
SAXONY BC RESTAURANT,Restaurant,599 SHERBOURNE ST	 	TORONTO	 	ON M4X 1K7,TORONTO,416-270-5988,62,62,0,
SCALLYWAGS,Restaurant,11 ST CLAIR AVE W	 	TORONTO	 	ON M4V 1K6,TORONTO,416-922-3737,390,205,185,
SCARAMOUCHE RESTAURANT/PASTA BAR & GRILL,Restaurant,1 BENVENUTO PLACE	 	TORONTO	 	ON M4V 2L1,TORONTO,416-961-8011,333,228,105,
SCARBOROUGH GRAND RESTAURANT (THE),Restaurant,23 GLEN WATFORD DRIVE                    UNIT 9	 	TORONTO	 	ON M1S 2B7,TORONTO,416-292-1810,270,270,0,
SCARLET IBIS RESTAURANT & BAR,Restaurant,1880 O'CONNOR DR	 	TORONTO	 	ON M4A 1W9,TORONTO,416-755-1446,115,115,0,
SCARLETT NIGHT SALOON,Karaoke Bar/Restaurant,10 MELFORD DRIVE                         UNIT 17B	 	TORONTO	 	ON M1B 2G1,TORONTO,416-754-2232,40,40,0,
SCARLETT SPORTS BAR AND RESTORENT,Restaurant,25 FONTENAY COURT	 	TORONTO	 	ON M9A 4W7,TORONTO,416-244-6066,103,103,0,
SCARLETT WOODS GOLF COURSE CLUBHSE,Restaurant,1000 JANE ST	 	TORONTO	 	ON M6N 4E2,TORONTO,416-709-9779,81,50,31,
SCHUEY'S BAR & GRILL,Bar/Sports Bar,1130 MARTIN GROVE RD	 	TORONTO	 	ON M9W 4W1,TORONTO,416-249-1516,150,131,19,
SCHULICH SCHOOL OF BUSINESS,Restaurant,4700 KEELE ST                            YORK UNIVERSITY CAMPUS	 	TORONTO	 	ON M3J 1P3,TORONTO,416-795-7028,213,213,0,
SCOLLARD VARIETY AND DELI,Restaurant,105 SCOLLARD ST	 	TORONTO	 	ON M5R 1G4,TORONTO,416-964-9326,48,28,20,
SCOTLAND YARD,Restaurant,56 THE ESPLANADE	 	TORONTO	 	ON M5E 1A7,TORONTO,416-364-6572,240,170,70,
SCRUFFY MURPHY'S IRISH PUB,Restaurant,150 EGLINTON AVE E	 	TORONTO	 	ON M4P 1E8,TORONTO,416-484-6637,209,181,28,
SCRUMDELICIOUS,Restaurant,2408 DANFORTH AVE	 	TORONTO	 	ON M4C 1K9,TORONTO,416-690-6794,25,19,6,
SEA VOYAGER YACHT CHARTERS,Boat,"95 QUEENS QUAY E                         PIER 27, SLIP #2, FOOT OF JARVIS ST	 	TORONTO	 	ON M5E 1A3",TORONTO,416-867-0701,0,0,0,
SEANACHAI (THE),Restaurant,1106 DANFORTH AVE	 	TORONTO	 	ON M4J 1M3,TORONTO,416-465-4500,89,71,18,
SEASPRAY RESTAURANT,Restaurant,629 KINGSTON ROAD	 	TORONTO	 	ON M4E 1R3,TORONTO,416-690-8880,20,20,0,
SEAWALL LOUNGE INC.,Restaurant,1067 MIDLAND AVE                         (CITY OF SCARBOROUGH)	 	TORONTO	 	ON M1K 1G7,TORONTO,416-759-5585,88,88,0,
SECOND BAR (THE),Bar /Tavern /Nightclub,365 KING ST W                            2ND FLOOR	 	TORONTO	 	ON M5V 1K1,TORONTO,416-593-5159,196,190,6,
SECOND BEER BAR AND RESTAURANT,Restaurant,2346 DUFFERIN ST	 	TORONTO	 	ON M6E 3S4,TORONTO,416-782-8629,39,39,0,
SECOND CITY,Theatre,51 MERCER ST                             REAR PREMISES	 	TORONTO	 	ON M5V 9G9,TORONTO,416-343-0033,315,315,0,
SEGAR,Restaurant,1568 BAYVIEW AVE	 	TORONTO	 	ON M4G 3B7,TORONTO,416-566-7725,30,30,0,
SEGOVIA RESTAURANT,Restaurant,5 SAINT NICHOLAS ST	 	TORONTO	 	ON M4Y 1W5,TORONTO,416-960-1010,247,247,0,
SEI SUSHI,Restaurant,214 KING ST. W                           LOWER LEVEL ATRIUM	 	TORONTO	 	ON M5H 3S6,TORONTO,416-971-9222,27,27,0,
SENATOR RESTAURANT,Restaurant,249 VICTORIA ST	 	TORONTO	 	ON M5B 1T8,TORONTO,416-364-7517,67,62,5,
SENECA STUDENT FEDERATION INCORPORATED - THE HIVE,Restaurant,70 THE POND ROAD	 	TORONTO	 	ON M3J 3M6,TORONTO,416-491-5050,88,88,0,
SENECA STUDENT FEDERATION INCORPORATED - THE MISSING LINK PUB,Restaurant,1750 FINCH AVE E                         F1525  NEWNHAM CAMPUS	 	TORONTO	 	ON M2J 2X5,TORONTO,416-491-5050,1163,488,675,
SENHOR ANTONIO,Restaurant,866 COLLEGE ST	 	TORONTO	 	ON M6H 1A3,TORONTO,416-538-1910,101,101,0,
SENIOR'S TAVERN,Restaurant,1397 YONGE ST	 	TORONTO	 	ON M4T 1Y4,TORONTO,416-924-8366,85,85,0,
SENSES RESTAURANT,Restaurant,328 WELLINGTON ST W	 	TORONTO	 	ON M5V 3T4,TORONTO,416-599-8800,172,172,0,
SEOUL BBQ,Restaurant,4188 FINCH AVE E                         UNITS 14 & 15	 	TORONTO	 	ON M1S 4T6,TORONTO,416-412-2088,115,115,0,
SEOUL GARDEN JIMJILBANG,Social Club,382 MAGNETIC DRIVE	 	TORONTO	 	ON M3J 2C4,TORONTO,416-514-1965,72,72,0,
SEOUL HOUSE,Restaurant,3220 DUFFERIN ST                         UNIT # 1A	 	TORONTO	 	ON M6A 2T3,TORONTO,416-782-4405,233,233,0,
SERRA RESTAURANT,Restaurant,378 BLOOR ST. W	 	TORONTO	 	ON M5S 1X2,TORONTO,416-000-0000,43,43,0,
SETTE MEZZO,Restaurant,934-936 EGLINTON AVE. W	 	TORONTO	 	ON M6C 2C2,TORONTO,647-808-1749,74,74,0,
SETTEBELLO PIZZERIA RESTAURANT,Restaurant,2091 WESTON ROAD	 	TORONTO	 	ON M9N 1X7,TORONTO,416-244-1197,42,42,0,
SEVEN EAST,Restaurant,1116 YONGE ST	 	TORONTO	 	ON M4W 2L6,TORONTO,416-966-3278,30,30,0,
SEVEN NUMBERS DANFORTH,Restaurant,307 DANFORTH AVE	 	TORONTO	 	ON M4K 1N7,TORONTO,416-469-5183,100,69,31,
SEVEN NUMBERS EGLINTON,Restaurant,516 EGLINTON AVE W	 	TORONTO	 	ON M5N 1A5,TORONTO,416-322-5183,49,45,4,
SEVEN/RUNWAY 224,Restaurant,224 RICHMOND ST W                        2ND & 3RD FLOOR	 	TORONTO	 	ON M5V 1W2,TORONTO,416-599-9797,849,637,212,
SHAI'S,Restaurant,180 BALDWIN ST	 	TORONTO	 	ON M5T 1L8,TORONTO,416-597-0080,28,28,0,
SHAKEY'S ORIGINAL BAR AND GRILL,Restaurant,2255 BLOOR ST. W	 	TORONTO	 	ON M6S 1N8,TORONTO,416-767-0608,62,56,6,
SHALA-MAR RESTAURANT,Restaurant,391 RONCESVALLES AVE	 	TORONTO	 	ON M6R 2N1,TORONTO,416-588-9877,40,40,0,
SHALLOW GROOVE,Restaurant,559 COLLEGE ST                           BASEMENT	 	TORONTO	 	ON M6G 1A9,TORONTO,416-944-8998,270,270,0,
SHAMROCK & THISTLE RESTAURANT& PUB (THE),Restaurant,4923 DUNDAS ST W	 	TORONTO	 	ON M9A 1B6,TORONTO,416-239-9468,47,47,0,
SHAMROCK BOWL,Bowling Alley,280 COXWELL AVE	 	TORONTO	 	ON M4L 3B6,TORONTO,416-406-2695,140,140,0,
SHAN-E-DARBAR,Restaurant,2644 ISLINGTON AVE	 	TORONTO	 	ON M9V 2X5,TORONTO,416-741-7406,46,46,0,
SHANGHAI COWGIRL,Restaurant,538 QUEEN ST. W	 	TORONTO	 	ON M5V 2B5,TORONTO,416-203-6623,145,67,78,
SHANGRILA,Restaurant,1600 QUEEN ST W	 	TORONTO	 	ON M6R 1A8,TORONTO,416-588-1100,60,60,0,
SHARKEY'S VILLAGE CAFE,Restaurant,2199 BLOOR ST W	 	TORONTO	 	ON M6S 1N2,TORONTO,416-769-3888,179,100,79,
SHEBA RESTAURANT,Restaurant,418 COLLEGE ST	 	TORONTO	 	ON M5T 1T3,TORONTO,416-963-5527,50,46,4,
SHEPPARD SPORTS BAR (THE),Restaurant,873 SHEPPARD AVE W	 	TORONTO	 	ON M3H 2T4,TORONTO,416-633-4776,48,28,20,
SHER-E-PUNJAB II RESTAURANT,Restaurant,351 DANFORTH AVE	 	TORONTO	 	ON M4K 1N7,TORONTO,416-465-2125,69,69,0,
SHERATON CENTRE HOTEL,Hotel/Motel,123 QUEEN ST W	 	TORONTO	 	ON M5H 2M9,TORONTO,416-947-4829,7998,7721,277,
SHICHIMI SUSHI,Restaurant,3241 YONGE ST	 	TORONTO	 	ON M4N 2L5,TORONTO,416-482-2080,55,55,0,
SHILLA RESTAURANT,Restaurant,1161-63 WESTON ROAD                      CITY OF YORK	 	TORONTO	 	ON M6M 4P5,TORONTO,416-247-2007,200,200,0,
SHIMA JAPANESE RESTAURANT,Restaurant,414 DUNDAS ST W                          BASEMENT	 	TORONTO	 	ON M5T 1G7,TORONTO,416-598-3222,30,30,0,
SHIRLEY RESTAURANT,Bar /Tavern /Nightclub,2783 DANFORTH AVE	 	TORONTO	 	ON M4C 1L9,TORONTO,416-699-2263,48,48,0,
SHMOOZE,Bar /Tavern /Nightclub,15 MERCER ST	 	TORONTO	 	ON M5V 1H2,TORONTO,416-341-8777,1300,950,350,
SHOELESS JOE'S,Restaurant,861 YORK MILLS ROAD                      UNIT #8	 	TORONTO	 	ON M3B 1Y2,TORONTO,416-445-5511,116,116,0,
SHOELESS JOE'S,Restaurant,250 EGLINTON AVE W	 	TORONTO	 	ON M4R 1A7,TORONTO,416-484-9934,246,225,21,
SHOELESS JOE'S,Restaurant,43 SHEPPARD AVE E                        MINTO GARDENS	 	TORONTO	 	ON M2N 2Z8,TORONTO,416-221-5934,93,93,0,
SHOELESS JOE'S,Restaurant,2826 MARKHAM ROAD	 	TORONTO	 	ON M1X 1E6,TORONTO,416-988-0754,226,196,30,
SHOELESS JOE'S - QUEENS QUAY,Restaurant,249 QUEENS QUAY W                        UNIT 101 & 102	 	TORONTO	 	ON M5J 2N5,TORONTO,419-915-7478,198,150,48,
SHOELESS JOES,Restaurant,1189 KING ST W	 	TORONTO	 	ON M6K 3C5,TORONTO,416-534-3666,315,235,80,
SHOGUN JAPANESE RESTAURANT,Restaurant,154 CUMBERLAND ST.	 	TORONTO	 	ON M5R 1A8,TORONTO,416-964-8665,36,36,0,
SHOWBOAT ROYAL GRACE (THE),Boat,QUEENS QUAY W                            HARBOURFRONT	 	TORONTO	 	ON M5J 1A7,TORONTO,416-203-0178,0,0,0,
SHOWMEN'S LEAGUE OF AMERICA,Restaurant,216 BEVERLEY ST.	 	TORONTO	 	ON M5T 1Z3,TORONTO,416-979-2031,246,246,0,
SHOXS SPORTS SALOON,Billiard Hall,2827 DUNDAS ST W	 	TORONTO	 	ON M6P 1Y6,TORONTO,416-762-7097,349,318,31,
SHUANG FU RESTAURANT,Restaurant,325 BAMBURGH CIRC.                       UNIT A-106	 	TORONTO	 	ON M1W 3Y1,TORONTO,416-499-0002,75,75,0,
SIAM PRINCESS,Restaurant,3039 LAKESHORE BLVD W	 	TORONTO	 	ON M8V 1K5,TORONTO,416-252-8424,129,129,0,
SICHUAN GARDEN RESTAURANT,Restaurant,359 SPADINA AVE	 	TORONTO	 	ON M5T 2G3,TORONTO,416-593-6265,200,200,0,
SICILIAN SIDEWALK CAFE,Bar /Tavern /Nightclub,712 COLLEGE ST	 	TORONTO	 	ON M6G 1C3,TORONTO,416-531-7755,152,80,72,
SIDECAR BAR AND GRILL,Restaurant,577 COLLEGE ST	 	TORONTO	 	ON M6G 1B2,TORONTO,416-930-4550,99,44,55,
SIDHARTHA FINE INDIAN CUISINE (THE),Restaurant,1450 GERRARD ST E	 	TORONTO	 	ON M4L 1Z8,TORONTO,416-465-4095,92,92,0,
SILK ROOM CAFE,Restaurant,5140 DUNDAS ST W                         (CITY OF ETOBICOKE)	 	TORONTO	 	ON M9A 1C2,TORONTO,416-231-8001,180,180,0,
SILVER CITY BAR & GRILL,Restaurant,780 DANFORTH AVE	 	TORONTO	 	ON M4J 1L5,TORONTO,416-461-1504,81,60,21,
SILVER DOLLAR ROOM (THE),Restaurant,484-486 SPADINA AVE                      MAIN LEVEL	 	TORONTO	 	ON M5S 2H1,TORONTO,416-975-0909,218,177,41,
SILVER HOTEL (BOND PLACE) INC.,Hotel/Motel,65 DUNDAS ST E	 	TORONTO	 	ON M5B 2G8,TORONTO,416-362-6061,459,415,44,
SILVERCITY FAIRVIEW,Restaurant,1800 SHEPPARD AVE E	 	TORONTO	 	ON M2J 5A7,TORONTO,416-323-6632,60,60,0,
SIMON SUSHI,Restaurant,409 SPADINA AVE	 	TORONTO	 	ON M5T 2G6,TORONTO,416-977-2828,69,69,0,
SIMPLE BISTRO,Restaurant,619 MOUNT PLEASANT ROAD	 	TORONTO	 	ON M4S 2M5,TORONTO,416-483-8933,61,61,0,
SIMPLY THAI CUISINE,Restaurant,2253 BLOOR ST W	 	TORONTO	 	ON M6S 1N8,TORONTO,416-769-8866,52,44,8,
SIN & REDEMPTION PUB,Restaurant,136 MCCAUL ST	 	TORONTO	 	ON M5T 1W2,TORONTO,416-902-1175,90,90,0,
SIR HENRY'S CAFE,Restaurant,1 AUSTIN TERR                            CASA LOMA	 	TORONTO	 	ON M5R 1X8,TORONTO,416-975-5182,148,148,0,
SIT IN BANGKOK RESTAURANT,Restaurant,713 COLLEGE ST	 	TORONTO	 	ON M6G 1C2,TORONTO,416-533-6849,67,56,11,
SIX DEGREES RESTAURANT & CLUB,Bar /Tavern /Nightclub,2335 YONGE ST	 	TORONTO	 	ON M4P 2C8,TORONTO,416-486-9666,689,689,0,
